Month,Day,Year,Age,Wing,Weight,Culmen,Hallux,Tail,StandardTail,KeelFat,Crop,Species
11,8,1992,A,413.0,1500.0,26.5,31.3,219,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,13,1992,A,371.0,1080.0,25.3,27.2,198,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,16,1992,A,385.0,1320.0,27.3,30.1,207,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,21,1992,A,378.0,1490.0,25.4,31.3,204,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,22,1992,A,416.0,1500.0,29.1,30.8,205,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,13,1993,I,193.0,100.0,9.3,101.0,144,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,17,1993,I,171.0,88.0,9.7,11.5,136,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,20,1993,I,233.0,324.0,16.0,19.3,191,199.18213660245183,2.184303350970018,0.23453982300884954,CH
9,21,1993,I,384.0,1060.0,26.1,31.2,230,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,22,1993,I,382.0,1140.0,25.1,29.4,227,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,22,1993,I,390.0,1030.0,27.6,30.3,208,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,27,1993,I,390.0,1000.0,25.1,28.3,231,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,27,1993,I,393.0,1050.0,28.7,29.8,222,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,27,1993,I,378.0,1040.0,26.2,31.2,225,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,27,1993,I,398.0,1110.0,26.5,30.9,225,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,28,1993,I,412.0,1300.0,27.9,31.55,233,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,28,1993,I,400.0,980.0,25.7,29.3,214,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,29,1993,I,422.0,1120.0,26.4,28.3,233,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,29,1993,I,202.0,134.0,12.4,13.7,158,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,29,1993,I,394.0,1270.0,27.8,31.6,245,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,30,1993,I,369.0,880.0,25.0,26.5,210,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,1,1993,I,252.0,340.0,16.0,20.8,230,199.18213660245183,2.184303350970018,0.23453982300884954,CH
10,1,1993,A,240.0,340.0,16.1,19.3,192,199.18213660245183,2.184303350970018,0.23453982300884954,CH
10,3,1993,I,410.0,1255.0,29.7,31.4,229,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,4,1993,I,241.0,1320.0,28.6,36.4,235,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,7,1993,I,408.0,1320.0,30.0,33.4,221,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,9,1993,I,37.2,1180.0,20.2,26.65,210,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,9,1993,I,380.0,760.0,24.5,26.1,212,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,10,1993,I,396.0,1250.0,26.6,32.5,225,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,10,1993,I,326.0,772.0801781737193,25.2,27.7,215,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,11,1993,I,158.0,100.0,10.8,10.5,122,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,11,1993,I,416.0,1300.0,27.3,32.7,235,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,12,1993,I,271.0,475.0,18.2,24.75,232,199.18213660245183,2.184303350970018,0.23453982300884954,CH
10,13,1993,A,176.0,100.0,9.8,11.1,133,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,14,1993,A,194.0,772.0801781737193,11.4,14.2,154,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,21,1993,A,390.0,1080.0,30.2,29.1,209,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,21,1993,A,391.0,1130.0,26.4,29.4,212,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,22,1993,A,387.0,1160.0,26.8,31.0,209,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,23,1993,I,420.0,1345.0,29.5,34.3,250,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,25,1993,A,435.0,1385.0,32.6,30.6,235,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,26,1993,A,400.0,1210.0,25.5,28.6,222,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,31,1993,I,398.0,1455.0,28.0,31.5,236,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,5,1993,I,395.0,1180.0,25.0,28.9,210,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,18,1993,I,410.0,1500.0,27.1,33.2,239,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,6,1994,I,369.0,1025.0,27.1,31.5,228,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,6,1994,I,372.0,930.0,26.1,31.1,220,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,7,1994,I,415.0,1360.0,28.6,33.5,233,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,7,1994,I,412.0,1255.0,27.7,32.6,236,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,8,1994,I,205.0,194.0,12.6,14.4,155,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,9,1994,I,204.0,159.0,12.5,14.8,152,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,9,1994,I,170.0,90.0,9.5,11.3,135,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,12,1994,A,233.0,340.0,17.8,19.4,186,199.18213660245183,2.184303350970018,0.23453982300884954,CH
9,12,1994,I,375.0,1065.0,25.9,30.0,216,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,13,1994,I,385.0,1125.0,19.6,31.4,233,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,15,1994,I,422.0,1340.0,28.7,32.0,248,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,15,1994,I,391.0,1050.0,26.6,32.2,221,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,15,1994,I,410.0,1210.0,27.5,308.0,227,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,16,1994,I,385.0,980.0,26.8,27.8,223,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,16,1994,I,381.0,1000.0,25.5,29.8,219,199.18213660245183,2.184303350970018,0.23453982300884954,RT
8,18,1994,A,416.0,1390.0,28.1,31.3,225,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,18,1994,I,406.0,1275.0,29.0,33.7,238,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,19,1994,I,418.0,1180.0,30.1,341.4,235,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,19,1994,I,412.0,1210.0,29.3,33.8,222,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,20,1994,A,208.0,168.0,12.7,14.8,155,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,20,1994,I,208.0,146.0,11.8,14.9,160,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,20,1994,I,175.0,108.0,10.0,11.5,137,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,20,1994,I,166.0,94.0,9.5,11.3,127,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,29,1994,I,405.0,1085.0,27.7,29.9,238,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,20,1994,A,198.0,188.0,12.2,143.0,150,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,29,1994,I,200.0,154.0,12.4,14.4,150,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,21,1994,I,380.0,810.0,25.9,28.7,229,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,23,1994,I,381.0,905.0,27.9,29.1,227,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,26,1994,I,169.0,94.0,9.0,10.2,129,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,26,1994,I,260.0,420.0,19.6,23.9,220,199.18213660245183,2.184303350970018,0.23453982300884954,CH
9,26,1994,I,428.0,1240.0,29.1,34.7,245,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,26,1994,I,400.0,990.0,26.9,31.4,223,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,27,1994,I,265.0,365.0,16.8,22.5,224,199.18213660245183,2.184303350970018,0.23453982300884954,CH
9,27,1994,I,177.0,91.0,10.2,11.3,133,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,27,1994,I,381.0,1010.0,25.8,31.7,210,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,28,1994,I,403.0,980.0,26.3,29.7,234,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,28,1994,I,382.0,860.0,26.5,29.0,219,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,28,1994,I,382.0,970.0,25.8,29.0,216,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,28,1994,I,399.0,980.0,27.5,29.9,230,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,29,1994,I,380.0,985.0,23.9,29.0,223,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,29,1994,I,375.0,990.0,25.6,30.6,220,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,30,1994,I,420.0,1210.0,27.8,32.6,241,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,3,1994,I,170.0,89.0,8.6,11.0,136,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,3,1994,A,177.0,97.0,10.0,11.3,137,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,4,1994,I,375.0,990.0,28.0,29.5,223,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,4,1994,I,395.0,1170.0,28.1,31.7,238,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,5,1994,A,170.0,93.0,10.1,11.2,126,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,5,1994,I,406.0,1350.0,30.5,32.0,235,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,5,1994,I,414.0,1370.0,29.3,33.0,240,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,5,1994,I,173.0,103.0,9.7,19.4,137,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,6,1994,I,209.0,151.0,12.2,13.9,160,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,6,1994,I,177.0,101.0,10.3,12.1,140,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,7,1994,I,388.0,985.0,26.9,29.8,220,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,7,1994,I,277.0,940.0,26.5,30.4,218,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,7,1994,I,423.0,1310.0,27.4,34.1,234,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,7,1994,I,365.0,1035.0,26.1,30.8,232,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,7,1994,I,383.0,965.0,26.1,31.8,221,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,10,1994,I,391.0,1125.0,25.4,30.9,220,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,10,1994,I,389.0,975.0,26.4,30.3,232,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,10,1994,I,392.0,1140.0,26.2,29.8,214,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,10,1994,I,375.0,950.0,25.3,29.9,225,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,10,1994,I,410.0,1210.0,28.1,28.9,238,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,10,1994,I,179.0,95.0,10.8,11.6,133,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,11,1994,I,172.0,89.0,9.4,10.8,136,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,11,1994,A,202.0,195.0,12.4,14.1,151,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,12,1994,I,174.0,93.0,9.5,11.0,131,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,13,1994,I,422.0,1205.0,28.8,31.3,238,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,13,1994,I,385.0,1045.0,27.6,27.5,229,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,16,1994,I,363.0,1090.0,26.6,28.8,202,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,16,1994,I,450.0,1190.0,30.3,32.8,226,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,18,1994,I,380.0,960.0,25.6,30.1,220,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,18,1994,I,385.0,955.0,26.3,30.1,215,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,18,1994,I,385.0,1110.0,24.7,30.2,122,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,19,1994,I,171.0,100.0,19.1,11.5,134,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,19,1994,I,380.0,900.0,24.0,26.5,215,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,19,1994,I,384.0,1075.0,26.5,30.7,208,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,19,1994,I,373.0,980.0,27.9,32.1,211,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,19,1994,I,381.0,940.0,27.8,34.2,220,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,19,1994,I,363.0,1070.0,25.6,30.4,204,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,19,1994,I,409.0,1120.0,29.4,31.6,229,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,20,1994,A,390.0,1060.0,27.6,29.0,205,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,21,1994,I,204.0,168.0,12.1,14.3,155,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,22,1994,I,197.0,211.0,11.5,13.9,150,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,23,1994,I,420.0,1125.0,27.2,27.4,244,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,23,1994,I,381.0,1100.0,27.0,28.2,225,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,23,1994,I,408.0,1360.0,30.0,33.9,239,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,23,1994,I,388.0,995.0,26.7,30.7,222,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,23,1994,A,398.0,1095.0,21.1,31.4,209,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,24,1994,I,209.0,196.0,12.1,14.6,164,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,25,1994,I,209.0,176.0,11.7,15.1,159,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,25,1994,A,394.0,1075.0,25.5,29.7,211,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,25,1994,A,204.0,180.0,12.3,15.2,160,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,26,1994,I,204.0,164.0,12.3,14.3,157,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,26,1994,I,209.0,158.0,12.2,14.4,160,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,26,1994,I,394.0,1140.0,26.8,29.2,216,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,26,1994,I,416.0,1240.0,27.9,31.8,250,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,26,1994,I,445.0,1465.0,29.7,34.6,260,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,27,1994,I,209.0,169.0,12.1,14.5,164,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,27,1994,I,388.0,1105.0,26.7,28.9,217,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,27,1994,I,397.0,1010.0,27.1,31.4,228,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,27,1994,I,384.0,1075.0,26.3,30.5,218,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,27,1994,I,379.0,1060.0,27.9,30.9,220,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,28,1994,I,393.0,1015.0,27.6,31.1,227,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,28,1994,I,386.0,1100.0,26.0,30.2,211,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,29,1994,I,397.0,1010.0,25.0,30.6,222,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,29,1994,I,382.0,1000.0,26.3,30.1,225,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,1,1994,I,386.0,980.0,25.4,30.2,221,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,1,1994,I,417.0,1240.0,28.7,32.4,231,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,2,1994,I,403.0,1360.0,27.9,33.1,235,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,2,1994,A,239.0,183.0,17.3,19.2,182,199.18213660245183,2.184303350970018,0.23453982300884954,CH
11,2,1994,I,401.0,1405.0,29.1,82.8,235,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,2,1994,A,377.0,1055.0,27.0,29.1,200,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,6,1994,A,432.0,1670.0,27.1,32.9,216,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,6,1994,I,390.0,1250.0,26.2,30.5,223,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,6,1994,I,381.0,1030.0,25.3,29.9,210,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,7,1994,I,403.0,1040.0,21.801498335183123,29.9,229,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,7,1994,I,213.0,190.0,12.2,15.5,160,199.18213660245183,2.184303350970018,0.23453982300884954,SS
11,9,1994,I,172.0,105.0,10.0,10.8,125,199.18213660245183,2.184303350970018,0.23453982300884954,SS
11,9,1994,I,390.0,1090.0,26.2,28.8,226,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,11,1994,I,204.0,190.0,11.8,13.9,154,199.18213660245183,2.184303350970018,0.23453982300884954,SS
11,11,1994,A,386.0,1050.0,28.4,29.4,207,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,11,1994,I,402.0,1110.0,26.1,30.0,238,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,11,1994,I,201.0,206.0,12.1,13.5,151,199.18213660245183,2.184303350970018,0.23453982300884954,SS
11,11,1994,I,202.0,195.0,12.1,14.8,158,199.18213660245183,2.184303350970018,0.23453982300884954,SS
11,15,1994,A,374.0,1010.0,24.9,30.1,197,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,16,1994,I,358.0,880.0,24.2,28.7,250,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,16,1994,I,370.0,1060.0,24.3,29.8,215,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,21,1994,I,390.0,920.0,25.7,30.0,214,199.18213660245183,2.184303350970018,0.23453982300884954,RT
11,21,1994,I,398.0,1195.0,26.2,29.8,230,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,8,1995,I,360.0,890.0,26.0,28.4,213,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,8,1995,I,355.0,900.0,25.3,29.0,214,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,13,1995,A,375.0,1110.0,22.2,31.5,224,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,13,1995,I,200.0,160.0,10.2,13.2,153,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,14,1995,I,179.0,105.0,10.1,11.3,131,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,15,1995,I,175.0,99.0,9.6,12.7,145,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,15,1995,I,203.0,165.0,12.0,14.4,165,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,15,1995,I,205.0,100.0,12.0,12.5,168,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,17,1995,I,213.0,125.0,11.5,14.4,156,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,17,1995,I,409.0,1100.0,29.0,32.6,215,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,17,1995,I,202.0,772.0801781737193,21.801498335183123,26.410864745011082,164,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,18,1995,I,195.0,155.0,11.9,14.6,155,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,18,1995,I,415.0,1285.0,29.5,31.8,239,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,19,1995,A,236.0,390.0,15.1,20.4,185,199.18213660245183,2.184303350970018,0.23453982300884954,CH
9,20,1995,I,363.0,920.0,26.8,30.2,214,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,23,1995,I,381.0,1025.0,25.4,30.8,232,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,26,1995,A,350.0,940.0,26.0,29.1,205,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,26,1995,I,398.0,1240.0,28.5,30.8,243,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,26,1995,I,412.0,1160.0,27.8,33.0,255,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,26,1995,I,203.0,150.0,11.5,13.9,159,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,27,1995,I,201.0,130.0,11.7,14.4,156,199.18213660245183,2.184303350970018,0.23453982300884954,SS
9,27,1995,I,411.0,1240.0,26.8,32.7,276,199.18213660245183,2.184303350970018,0.23453982300884954,RT
9,27,1995,I,373.0,930.0,24.4,27.4,210,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,1,1995,I,178.0,90.0,10.9,12.1,145,199.18213660245183,2.184303350970018,0.23453982300884954,SS
10,1,1995,I,415.0,1240.0,25.6,31.2,231,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,1,1995,I,383.0,1030.0,25.2,29.8,216,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,2,1995,I,223.0,550.0,18.8,21.3,210,199.18213660245183,2.184303350970018,0.23453982300884954,CH
10,3,1995,I,390.0,1250.0,26.5,32.0,210,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,3,1995,I,390.0,999.0,25.3,29.8,220,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,4,1995,A,365.0,1120.0,26.5,30.8,260,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,4,1995,A,345.0,1000.0,26.4,30.1,200,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,5,1995,I,273.0,530.0,19.2,24.7,213,199.18213660245183,2.184303350970018,0.23453982300884954,CH
10,6,1995,I,400.0,1040.0,27.7,32.1,230,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,6,1995,I,380.0,1150.0,27.8,31.1,220,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,6,1995,I,330.0,1000.0,25.9,30.2,220,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,6,1995,I,410.0,1360.0,33.3,28.6,235,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,7,1995,I,313.0,930.0,25.7,28.9,215,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,9,1995,I,384.0,980.0,25.8,30.4,215,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,9,1995,I,409.0,1260.0,27.7,31.8,221,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,9,1995,I,390.0,900.0,27.5,28.6,225,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,10,1995,I,411.0,1300.0,25.9,31.9,238,199.18213660245183,2.184303350970018,0.23453982300884954,RT
10,10,1995,I,259.0,470.0,16.6,23.4,221,199.18213660245183,2.184303350970018,0.23453982300884954,CH
